# Catalog for all galaxies that now have refined redshifts. See paper/code for sample selection. 
# pearsid field ra dec old_z new_z new_z_err source dn4000 dn4000_err d4000 d4000_err old_chi2 new_chi2
80348 GOODS-N 189.161035 62.257335 0.6212 0.5790 0.0136 3DHST 1.1158 0.1554 1.6890 0.1466 160.9340 129.5746
80372 GOODS-N 189.282201 62.257225 1.1721 1.1915 0.0074 3DHST 1.2357 0.1046 1.5719 0.0742 929.2258 854.9202
80411 GOODS-N 189.193273 62.258163 0.8377 0.8484 0.0087 3DHST 1.4606 0.1284 1.5358 0.0691 117.5755 113.3359
80787 GOODS-N 189.273833 62.257500 0.8880 1.2302 0.4538 3DHST 1.1699 0.1052 1.4154 0.0659 3409.7191 1344.5540
81336 GOODS-N 189.343186 62.262138 0.9291 0.9291 0.0042 3DHST 1.4120 0.1346 1.5900 0.0813 65.9335 65.9335
81749 GOODS-N 189.175851 62.262726 0.8548 0.8578 0.0127 3DHST 1.1429 0.0891 1.3335 0.0445 501.7341 501.3807
82141 GOODS-N 189.195261 62.261370 0.9469 0.9212 0.0109 3DHST 1.4045 0.1193 1.4841 0.0589 284.3055 269.0809
82267 GOODS-N 189.207799 62.261716 0.9235 0.8735 0.0187 3DHST 0.9641 0.1133 1.5916 0.0894 125.2286 117.0071
82737 GOODS-N 189.157839 62.261231 1.0034 0.7070 0.0053 3DHST 1.2380 0.1188 1.3053 0.0651 1839.5620 725.9616
82816 GOODS-N 189.338070 62.262402 0.7719 0.7485 0.0070 3DHST 1.3159 0.1512 1.0973 0.0647 182.3399 172.1443
82986 GOODS-N 189.302899 62.262929 0.9290 0.8910 0.0091 3DHST 1.0629 0.0715 1.0893 0.0383 616.0812 562.0935
83106 GOODS-N 189.145509 62.263655 0.8909 0.8909 0.0114 3DHST 1.1709 0.0895 1.2882 0.0514 92.5360 92.5360
83237 GOODS-N 189.161676 62.263213 0.9463 0.8834 0.0078 3DHST 1.4555 0.1117 1.4353 0.0503 706.3166 490.4747
83499 GOODS-N 189.197312 62.274574 0.8567 0.8586 0.0094 3DHST 1.3092 0.0821 1.4007 0.0451 343.1576 331.5490
83503 GOODS-N 189.202551 62.264709 0.8603 0.8608 0.0013 3DHST 1.3504 0.0811 1.6244 0.0531 142.6074 140.2771
84077 GOODS-N 189.308578 62.263782 0.9400 1.1889 0.0613 3DHST 1.1305 0.1403 1.0861 0.0734 1038.2745 695.1959
84259 GOODS-N 189.131874 62.267891 0.8288 0.7037 0.0222 3DHST 1.2290 0.0670 1.5620 0.0452 1027.6955 115.9833
84520 GOODS-N 189.159206 62.268151 0.8784 0.8659 0.0064 3DHST 1.4646 0.1001 1.7869 0.0605 216.4942 198.4660
84649 GOODS-N 189.167020 62.266234 0.8421 0.8510 0.0085 3DHST 1.8325 0.2338 1.7238 0.1007 93.4708 85.9440
84715 GOODS-N 189.323427 62.265321 0.7805 0.4591 0.0348 3DHST nan nan nan nan 1080.3743 576.6407
84978 GOODS-N 189.141579 62.268034 1.0106 0.7329 0.0180 3DHST 1.1809 0.1242 1.2267 0.0638 856.1830 253.2169
85073 GOODS-N 189.165950 62.267141 0.9706 0.9825 0.0457 3DHST 1.2633 0.1569 1.5165 0.0936 102.9119 100.1597
85356 GOODS-N 189.162244 62.266082 0.8446 0.8446 0.0075 3DHST 1.3559 0.1971 1.6921 0.1092 76.4568 76.4568
85422 GOODS-N 189.282733 62.268337 0.9291 0.9746 0.0151 3DHST 1.2175 0.0808 1.2754 0.0446 204.6236 181.9973
85491 GOODS-N 189.224713 62.268705 0.8314 0.7954 0.0058 3DHST 1.0778 0.0872 1.1834 0.0529 417.0636 332.8390
85579 GOODS-N 189.306587 62.267828 1.1318 1.3149 0.1005 3DHST 1.3006 0.1899 1.4304 0.1383 476.2068 402.9487
85920 GOODS-N 189.250233 62.268392 0.9718 0.9830 0.0097 3DHST 1.1365 0.0877 1.3446 0.0520 348.9046 338.2465
86173 GOODS-N 189.153241 62.268076 0.8487 0.8365 0.0065 3DHST 1.2881 0.1319 1.7400 0.0925 93.5500 93.0866
86203 GOODS-N 189.157273 62.268855 0.8576 0.8591 0.0060 3DHST 1.4084 0.1275 1.6764 0.0751 128.7616 125.1228
86216 GOODS-N 189.122031 62.270575 0.8722 0.8722 0.0110 3DHST 1.2050 0.0724 1.3758 0.0456 159.9933 159.9933
86357 GOODS-N 189.161729 62.268353 0.8501 0.8552 0.0051 3DHST 1.4641 0.1108 1.7404 0.0710 120.4957 108.9708
86405 GOODS-N 189.308077 62.267827 0.9592 1.0744 0.0771 3DHST 1.1120 0.1888 1.1654 0.1007 429.0882 318.4316
86522 GOODS-N 189.323283 62.269046 0.7236 0.4440 0.0176 3DHST nan nan nan nan 774.1293 152.1184
86854 GOODS-N 189.282229 62.271195 0.9472 1.0683 0.0568 3DHST 1.1994 0.0819 1.4021 0.0473 530.1632 353.3690
