# Tex formatted table 3 for SPZ paper
Last login: Sun Jun 30 16:35:12 on ttys001
Bhavins-MBP:grismz_pipeline bhavinjoshi$ python make_paper_table.py  
ID       RA    DEC       Field      zspec    zphot    zg     zspz    NetSig    D4000    D4000_err    iABmag
73333    & GOODS-S   & 53.1498462   & $-$27.803301   & 0.605   & 0.56$\substack{+0.00 \\ -0.00}$   & 0.61$\substack{+0.00 \\ -0.01}$   & 0.56$\substack{+0.00 \\ -0.00}$   & 720.32   & 1.43   & 0.05   & 21.59 \\
71893    & GOODS-N   & 189.2549969   & 62.241894   & 0.839   & 0.85$\substack{+0.06 \\ -0.02}$   & 0.72$\substack{+0.01 \\ -0.00}$   & 0.81$\substack{+0.00 \\ -0.00}$   & 75.06    & 1.18   & 0.12   & 23.75 \\
42703    & GOODS-S   & 53.1363881   & $-$27.850696   & 0.735   & 0.72$\substack{+0.00 \\ -0.00}$   & 0.75$\substack{+0.00 \\ -0.01}$   & 0.75$\substack{+0.00 \\ -0.02}$   & 580.47   & 1.75   & 0.06   & 21.12 \\
93370    & GOODS-S   & 53.1138912   & $-$27.767554   & 0.668   & 0.63$\substack{+0.01 \\ -0.01}$   & 0.64$\substack{+0.03 \\ -0.00}$   & 0.64$\substack{+0.00 \\ -0.00}$   & 264.66   & 1.57   & 0.10   & 22.66 \\
89655    & GOODS-N   & 189.2711131   & 62.274348   & 1.121   & 1.04$\substack{+0.01 \\ -0.01}$   & 1.06$\substack{+0.00 \\ -0.01}$   & 1.06$\substack{+0.01 \\ -0.00}$   & 141.73   & 1.11   & 0.08   & 23.36 \\
99452    & GOODS-N   & 189.2495025   & 62.293273   & 0.660   & 0.64$\substack{+0.01 \\ -0.00}$   & 0.41$\substack{+0.00 \\ -0.01}$   & 0.58$\substack{+0.04 \\ -0.02}$   & 541.65   & 1.21   & 0.04   & 21.62 \\
118434   & GOODS-S   & 53.0496934   & $-$27.718128   & 1.108   & 1.09$\substack{+0.02 \\ -0.04}$   & 1.11$\substack{+0.01 \\ -0.12}$   & 1.10$\substack{+0.01 \\ -0.03}$   & 59.45    & 1.46   & 0.20   & 24.38 \\
16151    & GOODS-S   & 53.1318058   & $-$27.917095   & 1.089   & 0.98$\substack{+0.02 \\ -0.02}$   & 1.09$\substack{+0.01 \\ -0.05}$   & 1.00$\substack{+0.03 \\ -0.01}$   & 77.21    & 1.24   & 0.14   & 24.30 \\
39801    & GOODS-N   & 189.2217308   & 62.188003   & 0.938   & 0.94$\substack{+0.03 \\ -0.02}$   & 1.02$\substack{+0.00 \\ -0.00}$   & 0.94$\substack{+0.03 \\ -0.03}$   & 333.14   & 1.41   & 0.05   & 21.78 \\
94177    & GOODS-N   & 189.1534424   & 62.282258   & 1.014   & 0.97$\substack{+0.02 \\ -0.01}$   & 0.97$\substack{+0.01 \\ -0.00}$   & 0.99$\substack{+0.01 \\ -0.01}$   & 99.68    & 1.20   & 0.10   & 23.93 \\
125963   & GOODS-N   & 189.4135715   & 62.349900   & 0.837   & 1.44$\substack{+0.00 \\ -0.00}$   & 1.10$\substack{+0.01 \\ -0.00}$   & 1.40$\substack{+0.00 \\ -0.01}$   & 995.43   & 1.11   & 0.03   & 20.50 \\
70001    & GOODS-S   & 53.2005520   & $-$27.812487   & 0.670   & 0.68$\substack{+0.00 \\ -0.00}$   & 0.66$\substack{+0.00 \\ -0.00}$   & 0.68$\substack{+0.00 \\ -0.00}$   & 424.52   & 1.75   & 0.08   & 21.88 \\
41945    & GOODS-N   & 189.2564439   & 62.191325   & 0.778   & 0.83$\substack{+0.05 \\ -0.01}$   & 0.36$\substack{+0.00 \\ -0.00}$   & 0.81$\substack{+0.04 \\ -0.02}$   & 487.92   & 1.25   & 0.05   & 21.50 \\
44746    & GOODS-N   & 189.2420311   & 62.193817   & 0.680   & 0.73$\substack{+0.00 \\ -0.01}$   & 0.46$\substack{+0.00 \\ -0.00}$   & 0.68$\substack{+0.00 \\ -0.00}$   & 193.01   & 1.12   & 0.06   & 23.11 \\
126478   & GOODS-S   & 53.0351877   & $-$27.696088   & 0.730   & 0.71$\substack{+0.00 \\ -0.00}$   & 1.07$\substack{+0.04 \\ -0.03}$   & 0.65$\substack{+0.00 \\ -0.00}$   & 656.87   & 1.21   & 0.04   & 21.94 \\
47065    & GOODS-N   & 189.1533358   & 62.203663   & 0.848   & 0.84$\substack{+0.00 \\ -0.00}$   & 1.07$\substack{+0.00 \\ -0.01}$   & 0.84$\substack{+0.00 \\ -0.01}$   & 718.63   & 1.41   & 0.04   & 20.56 \\
105709   & GOODS-N   & 189.3056225   & 62.304234   & 1.082   & 0.99$\substack{+0.02 \\ -0.01}$   & 1.07$\substack{+0.00 \\ -0.01}$   & 1.07$\substack{+0.00 \\ -0.00}$   & 136.82   & 1.27   & 0.10   & 23.31 \\
52440    & GOODS-N   & 189.1438811   & 62.211395   & 1.224   & 1.40$\substack{+0.00 \\ -0.04}$   & 1.20$\substack{+0.00 \\ -0.01}$   & 1.41$\substack{+0.08 \\ -0.15}$   & 213.30   & 1.26   & 0.07   & 22.64 \\
53237    & GOODS-S   & 53.1799555   & $-$27.843025   & 0.905   & 1.10$\substack{+0.00 \\ -0.01}$   & 0.82$\substack{+0.01 \\ -0.18}$   & 1.13$\substack{+0.00 \\ -0.00}$   & 125.45   & 1.38   & 0.11   & 23.97 \\
36105    & GOODS-N   & 189.1914885   & 62.183611   & 0.931   & 0.98$\substack{+0.00 \\ -0.01}$   & 0.93$\substack{+0.00 \\ -0.00}$   & 0.94$\substack{+0.00 \\ -0.01}$   & 248.73   & 1.82   & 0.10   & 22.40 \\
48397    & GOODS-N   & 189.2609274   & 62.204579   & 1.226   & 1.17$\substack{+0.03 \\ -0.06}$   & 1.42$\substack{+0.00 \\ -0.00}$   & 1.16$\substack{+0.04 \\ -0.04}$   & 117.41   & 1.49   & 0.12   & 23.49 \\
37225    & GOODS-N   & 189.2081580   & 62.182990   & 0.683   & 0.69$\substack{+0.04 \\ -0.03}$   & 0.55$\substack{+0.00 \\ -0.16}$   & 0.67$\substack{+0.03 \\ -0.01}$   & 241.33   & 1.25   & 0.06   & 22.67 \\
123066   & GOODS-S   & 53.0508125   & $-$27.707512   & 0.735   & 0.85$\substack{+0.01 \\ -0.03}$   & 0.51$\substack{+0.00 \\ -0.01}$   & 0.78$\substack{+0.00 \\ -0.01}$   & 116.91   & 1.32   & 0.10   & 23.65 \\
75943    & GOODS-N   & 189.1116870   & 62.249965   & 0.794   & 0.81$\substack{+0.01 \\ -0.01}$   & 0.82$\substack{+0.01 \\ -0.02}$   & 0.80$\substack{+0.01 \\ -0.00}$   & 110.86   & 1.68   & 0.19   & 23.05 \\
35156    & GOODS-N   & 189.1994651   & 62.179304   & 1.223   & 1.21$\substack{+0.04 \\ -0.05}$   & 1.23$\substack{+0.01 \\ -0.00}$   & 1.22$\substack{+0.03 \\ -0.06}$   & 189.96   & 1.33   & 0.08   & 22.62 \\
86439    & GOODS-N   & 189.2517898   & 62.268030   & 0.941   & 0.85$\substack{+0.05 \\ -0.02}$   & 0.34$\substack{+0.58 \\ -0.00}$   & 0.91$\substack{+0.01 \\ -0.00}$   & 79.98    & 1.41   & 0.14   & 23.91 \\
66729    & GOODS-S   & 53.1363320   & $-$27.816537   & 0.671   & 0.65$\substack{+0.00 \\ -0.00}$   & 0.61$\substack{+0.00 \\ -0.00}$   & 0.65$\substack{+0.00 \\ -0.00}$   & 506.23   & 1.28   & 0.04   & 21.95 \\
63902    & GOODS-S   & 53.1617459   & $-$27.824573   & 0.820   & 0.82$\substack{+0.00 \\ -0.00}$   & 0.82$\substack{+0.00 \\ -0.00}$   & 0.82$\substack{+0.00 \\ -0.00}$   & 221.30   & 1.61   & 0.08   & 22.96 \\
81011    & GOODS-S   & 53.1603539   & $-$27.784002   & 0.954   & 0.90$\substack{+0.00 \\ -0.04}$   & 0.97$\substack{+0.00 \\ -0.01}$   & 0.90$\substack{+0.01 \\ -0.00}$   & 418.65   & 1.58   & 0.05   & 21.92 \\
99892    & GOODS-S   & 53.0951005   & $-$27.755100   & 1.087   & 1.01$\substack{+0.01 \\ -0.02}$   & 1.03$\substack{+0.01 \\ -0.00}$   & 1.02$\substack{+0.01 \\ -0.00}$   & 93.64    & 1.15   & 0.11   & 23.78 \\
125952   & GOODS-S   & 53.0335122   & $-$27.701204   & 1.042   & 1.00$\substack{+0.01 \\ -0.02}$   & 1.29$\substack{+0.02 \\ -0.02}$   & 1.02$\substack{+0.02 \\ -0.01}$   & 227.76   & 1.36   & 0.07   & 23.36 \\
98997    & GOODS-N   & 189.3637473   & 62.293080   & 1.011   & 0.95$\substack{+0.02 \\ -0.02}$   & 0.95$\substack{+0.06 \\ -0.00}$   & 0.95$\substack{+0.01 \\ -0.00}$   & 143.34   & 1.34   & 0.08   & 23.12 \\
86203    & GOODS-N   & 189.1572727   & 62.268766   & 0.841   & 0.81$\substack{+0.01 \\ -0.02}$   & 0.84$\substack{+0.00 \\ -0.00}$   & 0.80$\substack{+0.02 \\ -0.00}$   & 271.28   & 1.69   & 0.08   & 22.32 \\
105455   & GOODS-N   & 189.2603162   & 62.305642   & 0.767   & 0.77$\substack{+0.01 \\ -0.01}$   & 0.50$\substack{+0.25 \\ -0.14}$   & 0.75$\substack{+0.00 \\ -0.01}$   & 258.67   & 1.36   & 0.06   & 22.58 \\
54823    & GOODS-S   & 53.1449423   & $-$27.840218   & 0.978   & 0.95$\substack{+0.00 \\ -0.01}$   & 0.90$\substack{+0.00 \\ -0.00}$   & 0.96$\substack{+0.00 \\ -0.01}$   & 196.85   & 1.12   & 0.07   & 22.80 \\
28271    & GOODS-N   & 189.1626963   & 62.168415   & 0.636   & 0.85$\substack{+0.00 \\ -0.00}$   & 0.58$\substack{+0.01 \\ -0.12}$   & 0.68$\substack{+0.00 \\ -0.00}$   & 479.15   & 1.33   & 0.05   & 21.51 \\
34457    & GOODS-S   & 53.1465972   & $-$27.876704   & 0.782   & 0.69$\substack{+0.00 \\ -0.01}$   & 0.50$\substack{+0.00 \\ -0.00}$   & 0.77$\substack{+0.00 \\ -0.00}$   & 193.22   & 1.32   & 0.06   & 22.70 \\
118148   & GOODS-N   & 189.3873210   & 62.323195   & 0.936   & 0.92$\substack{+0.01 \\ -0.03}$   & 0.36$\substack{+0.00 \\ -0.00}$   & 0.82$\substack{+0.04 \\ -0.00}$   & 150.37   & 1.16   & 0.07   & 23.27 \\
82267    & GOODS-N   & 189.2077989   & 62.261628   & 0.942   & 0.94$\substack{+0.02 \\ -0.01}$   & 0.95$\substack{+0.01 \\ -0.00}$   & 0.94$\substack{+0.02 \\ -0.02}$   & 175.92   & 1.46   & 0.08   & 22.83 \\
102886   & GOODS-N   & 189.2677677   & 62.300502   & 0.639   & 0.66$\substack{+0.02 \\ -0.01}$   & 0.74$\substack{+0.00 \\ -0.00}$   & 0.65$\substack{+0.01 \\ -0.00}$   & 125.11   & 1.39   & 0.18   & 23.32 \\
51003    & GOODS-N   & 189.2044409   & 62.205905   & 0.954   & 0.94$\substack{+0.00 \\ -0.00}$   & 0.32$\substack{+0.01 \\ -0.00}$   & 0.90$\substack{+0.00 \\ -0.00}$   & 242.66   & 1.21   & 0.05   & 22.46 \\
115462   & GOODS-S   & 53.0975207   & $-$27.721266   & 0.615   & 0.62$\substack{+0.00 \\ -0.02}$   & 0.37$\substack{+0.00 \\ -0.00}$   & 0.61$\substack{+0.01 \\ -0.00}$   & 994.16   & 1.32   & 0.04   & 20.79 \\
126094   & GOODS-S   & 53.0533614   & $-$27.700461   & 1.018   & 0.99$\substack{+0.00 \\ -0.00}$   & 0.38$\substack{+0.00 \\ -0.01}$   & 0.98$\substack{+0.02 \\ -0.03}$   & 294.31   & 1.31   & 0.05   & 21.90 \\
127420   & GOODS-N   & 189.3570418   & 62.349206   & 1.083   & 1.00$\substack{+0.00 \\ -0.00}$   & 1.02$\substack{+0.00 \\ -0.00}$   & 0.99$\substack{+0.00 \\ -0.00}$   & 328.55   & 1.15   & 0.05   & 22.64 \\
106613   & GOODS-N   & 189.2741667   & 62.304796   & 0.855   & 0.91$\substack{+0.03 \\ -0.01}$   & 1.49$\substack{+0.00 \\ -1.18}$   & 0.88$\substack{+0.01 \\ -0.00}$   & 122.25   & 1.14   & 0.07   & 23.52 \\
65833    & GOODS-N   & 189.2253789   & 62.231777   & 0.850   & 0.83$\substack{+0.01 \\ -0.02}$   & 0.33$\substack{+0.01 \\ -0.01}$   & 0.84$\substack{+0.00 \\ -0.04}$   & 212.70   & 1.32   & 0.06   & 22.51 \\
117087   & GOODS-N   & 189.4419188   & 62.321199   & 1.012   & 1.00$\substack{+0.02 \\ -0.05}$   & 0.84$\substack{+0.05 \\ -0.01}$   & 1.00$\substack{+0.01 \\ -0.07}$   & 50.91    & 1.27   & 0.20   & 23.50 \\
53563    & GOODS-N   & 189.1922296   & 62.212921   & 0.905   & 0.89$\substack{+0.00 \\ -0.01}$   & 0.90$\substack{+0.01 \\ -0.01}$   & 0.89$\substack{+0.00 \\ -0.00}$   & 297.44   & 1.63   & 0.07   & 22.44 \\
49261    & GOODS-N   & 189.2010933   & 62.203861   & 0.961   & 0.95$\substack{+0.00 \\ -0.01}$   & 1.38$\substack{+0.01 \\ -1.07}$   & 0.94$\substack{+0.01 \\ -0.00}$   & 170.27   & 1.33   & 0.09   & 22.55 \\
101785   & GOODS-N   & 189.2603805   & 62.297084   & 1.018   & 0.99$\substack{+0.01 \\ -0.00}$   & 0.99$\substack{+0.00 \\ -0.00}$   & 0.98$\substack{+0.01 \\ -0.00}$   & 275.89   & 1.18   & 0.05   & 22.55 \\
44204    & GOODS-S   & 53.1658616   & $-$27.858858   & 1.036   & 0.98$\substack{+0.02 \\ -0.15}$   & 1.01$\substack{+0.01 \\ -0.00}$   & 1.00$\substack{+0.02 \\ -0.00}$   & 39.90    & 1.40   & 0.26   & 24.38 \\
119489   & GOODS-S   & 53.0551239   & $-$27.711379   & 0.605   & 0.78$\substack{+0.00 \\ -0.00}$   & 0.34$\substack{+0.01 \\ -0.00}$   & 0.78$\substack{+0.00 \\ -0.00}$   & 1689.60   & 1.20   & 0.03   & 19.88 \\
97904    & GOODS-N   & 189.3000232   & 62.290841   & 0.681   & 0.68$\substack{+0.00 \\ -0.00}$   & 1.48$\substack{+0.01 \\ -0.01}$   & 0.65$\substack{+0.01 \\ -0.01}$   & 488.29   & 1.17   & 0.04   & 21.68 \\
113696   & GOODS-N   & 189.3371364   & 62.317026   & 0.747   & 0.93$\substack{+0.01 \\ -0.07}$   & 0.33$\substack{+1.14 \\ -0.01}$   & 0.92$\substack{+0.02 \\ -0.07}$   & 117.12   & 1.29   & 0.11   & 23.63 \\
21612    & GOODS-S   & 53.1758193   & $-$27.903717   & 0.737   & 0.69$\substack{+0.01 \\ -0.02}$   & 0.47$\substack{+0.00 \\ -0.00}$   & 0.66$\substack{+0.01 \\ -0.02}$   & 203.85   & 1.19   & 0.06   & 22.75 \\
107152   & GOODS-N   & 189.3790634   & 62.305686   & 1.012   & 0.95$\substack{+0.02 \\ -0.04}$   & 1.08$\substack{+0.39 \\ -0.00}$   & 1.00$\substack{+0.01 \\ -0.00}$   & 252.11   & 1.30   & 0.06   & 23.15 \\
55434    & GOODS-S   & 53.2043350   & $-$27.837635   & 0.605   & 1.17$\substack{+0.07 \\ -0.10}$   & 1.20$\substack{+0.00 \\ -0.07}$   & 1.17$\substack{+0.09 \\ -0.10}$   & 135.54   & 1.38   & 0.18   & 23.18 \\
70878    & GOODS-S   & 53.1643086   & $-$27.810825   & 0.736   & 0.92$\substack{+0.01 \\ -0.01}$   & 0.51$\substack{+0.01 \\ -0.00}$   & 0.81$\substack{+0.03 \\ -0.15}$   & 149.93   & 1.35   & 0.09   & 23.66 \\
93907    & GOODS-N   & 189.2616602   & 62.282144   & 1.019   & 0.99$\substack{+0.00 \\ -0.02}$   & 1.48$\substack{+0.00 \\ -0.00}$   & 0.97$\substack{+0.03 \\ -0.01}$   & 297.39   & 1.41   & 0.06   & 23.17 \\
44078    & GOODS-N   & 189.2026831   & 62.194841   & 1.013   & 0.95$\substack{+0.00 \\ -0.00}$   & 1.01$\substack{+0.00 \\ -0.00}$   & 1.01$\substack{+0.00 \\ -0.00}$   & 453.54   & 1.72   & 0.06   & 22.09 \\
46914    & GOODS-N   & 189.1977384   & 62.197467   & 0.912   & 0.92$\substack{+0.01 \\ -0.04}$   & 0.90$\substack{+0.00 \\ -0.04}$   & 0.90$\substack{+0.00 \\ -0.03}$   & 81.89    & 1.24   & 0.11   & 24.04 \\
103918   & GOODS-S   & 53.1335047   & $-$27.747705   & 0.895   & 0.89$\substack{+0.00 \\ -0.00}$   & 0.90$\substack{+0.00 \\ -0.01}$   & 0.89$\substack{+0.00 \\ -0.00}$   & 389.83   & 1.61   & 0.06   & 22.25 \\
38212    & GOODS-N   & 189.2169023   & 62.183097   & 0.954   & 0.93$\substack{+0.01 \\ -0.01}$   & 0.36$\substack{+0.00 \\ -0.01}$   & 0.94$\substack{+0.00 \\ -0.00}$   & 126.20   & 1.48   & 0.10   & 23.18 \\
28029    & GOODS-N   & 189.1688286   & 62.167595   & 0.748   & 0.90$\substack{+0.01 \\ -0.06}$   & 0.61$\substack{+0.01 \\ -0.01}$   & 0.88$\substack{+0.03 \\ -0.07}$   & 111.46   & 1.26   & 0.11   & 22.32 \\
60092    & GOODS-N   & 189.1512002   & 62.222202   & 0.680   & 0.68$\substack{+0.00 \\ -0.00}$   & 0.48$\substack{+0.00 \\ -0.01}$   & 0.64$\substack{+0.00 \\ -0.00}$   & 243.99   & 1.26   & 0.06   & 22.37 \\
88279    & GOODS-S   & 53.1207384   & $-$27.773213   & 0.737   & 0.87$\substack{+0.07 \\ -0.06}$   & 0.53$\substack{+0.47 \\ -0.02}$   & 0.87$\substack{+0.06 \\ -0.08}$   & 203.36   & 1.52   & 0.09   & 22.35 \\
120498   & GOODS-N   & 189.3974034   & 62.329535   & 1.147   & 1.14$\substack{+0.09 \\ -0.00}$   & 1.49$\substack{+0.00 \\ -0.00}$   & 1.22$\substack{+0.00 \\ -0.00}$   & 111.17   & 1.54   & 0.13   & 24.09 \\
93102    & GOODS-S   & 53.1004687   & $-$27.767594   & 1.225   & 1.16$\substack{+0.02 \\ -0.03}$   & 1.10$\substack{+0.01 \\ -0.01}$   & 1.14$\substack{+0.00 \\ -0.00}$   & 98.60    & 1.21   & 0.14   & 23.81 \\
74794    & GOODS-N   & 189.1923008   & 62.247729   & 0.679   & 0.58$\substack{+0.01 \\ -0.01}$   & 0.51$\substack{+0.00 \\ -0.00}$   & 0.58$\substack{+0.00 \\ -0.01}$   & 123.09   & 1.22   & 0.10   & 23.41 \\
53471    & GOODS-N   & 189.1798216   & 62.211731   & 0.846   & 0.85$\substack{+0.00 \\ -0.01}$   & 0.84$\substack{+0.01 \\ -0.00}$   & 0.84$\substack{+0.00 \\ -0.00}$   & 485.24   & 1.72   & 0.06   & 21.81 \\
103094   & GOODS-N   & 189.3215519   & 62.301278   & 0.972   & 0.96$\substack{+0.01 \\ -0.03}$   & 0.36$\substack{+0.01 \\ -0.00}$   & 0.94$\substack{+0.01 \\ -0.03}$   & 184.73   & 1.34   & 0.07   & 22.61 \\
106861   & GOODS-S   & 53.0665957   & $-$27.739707   & 0.735   & 0.68$\substack{+0.00 \\ -0.00}$   & 0.75$\substack{+0.01 \\ -0.01}$   & 0.68$\substack{+0.00 \\ -0.02}$   & 242.81   & 1.41   & 0.07   & 21.77 \\
96481    & GOODS-S   & 53.1252702   & $-$27.759500   & 0.647   & 0.61$\substack{+0.00 \\ -0.00}$   & 0.45$\substack{+0.00 \\ -0.00}$   & 0.59$\substack{+0.00 \\ -0.00}$   & 441.75   & 1.25   & 0.04   & 21.70 \\
62528    & GOODS-S   & 53.1898804   & $-$27.826710   & 0.680   & 0.79$\substack{+0.00 \\ -0.00}$   & 0.69$\substack{+0.02 \\ -0.02}$   & 0.74$\substack{+0.00 \\ -0.00}$   & 501.83   & 1.50   & 0.05   & 21.81 \\
15005    & GOODS-S   & 53.1282508   & $-$27.915264   & 0.687   & 0.69$\substack{+0.01 \\ -0.02}$   & 1.49$\substack{+0.00 \\ -0.00}$   & 0.66$\substack{+0.02 \\ -0.02}$   & 197.59   & 1.18   & 0.07   & 21.70 \\
75267    & GOODS-N   & 189.2208937   & 62.252423   & 0.938   & 0.93$\substack{+0.00 \\ -0.00}$   & 0.99$\substack{+0.01 \\ -0.05}$   & 0.94$\substack{+0.00 \\ -0.00}$   & 282.91   & 1.70   & 0.07   & 22.27 \\
119345   & GOODS-N   & 189.3451894   & 62.326802   & 0.839   & 0.75$\substack{+0.01 \\ -0.02}$   & 0.79$\substack{+0.00 \\ -0.03}$   & 0.76$\substack{+0.02 \\ -0.00}$   & 229.18   & 1.11   & 0.05   & 22.64 \\
114108   & GOODS-S   & 53.0958923   & $-$27.725411   & 0.740   & 0.73$\substack{+0.00 \\ -0.00}$   & 0.72$\substack{+0.00 \\ -0.00}$   & 0.72$\substack{+0.01 \\ -0.00}$   & 321.70   & 1.72   & 0.09   & 22.46 \\
81470    & GOODS-S   & 53.1975860   & $-$27.786397   & 1.098   & 1.24$\substack{+0.00 \\ -0.06}$   & 1.19$\substack{+0.01 \\ -0.00}$   & 1.22$\substack{+0.05 \\ -0.02}$   & 61.14    & 1.68   & 0.28   & 24.54 \\
109801   & GOODS-N   & 189.2890067   & 62.309933   & 0.851   & 0.81$\substack{+0.02 \\ -0.03}$   & 0.30$\substack{+0.00 \\ -0.00}$   & 0.79$\substack{+0.01 \\ -0.00}$   & 170.70   & 1.25   & 0.06   & 23.26 \\
44286    & GOODS-N   & 189.2395284   & 62.193104   & 1.013   & 0.98$\substack{+0.01 \\ -0.00}$   & 0.94$\substack{+0.00 \\ -0.00}$   & 0.97$\substack{+0.00 \\ -0.00}$   & 151.54   & 1.17   & 0.07   & 23.24 \\
109167   & GOODS-S   & 53.1416778   & $-$27.736678   & 0.895   & 0.99$\substack{+0.03 \\ -0.06}$   & 0.86$\substack{+0.01 \\ -0.01}$   & 0.95$\substack{+0.08 \\ -0.14}$   & 62.03    & 1.41   & 0.19   & 24.10 \\
100157   & GOODS-S   & 53.1835471   & $-$27.756741   & 1.221   & 1.13$\substack{+0.03 \\ -0.00}$   & 1.19$\substack{+0.29 \\ -0.08}$   & 1.19$\substack{+0.00 \\ -0.11}$   & 71.52    & 1.53   & 0.23   & 24.31 \\
62719    & GOODS-N   & 189.2165408   & 62.225615   & 0.961   & 0.95$\substack{+0.00 \\ -0.00}$   & 0.94$\substack{+0.00 \\ -0.00}$   & 0.94$\substack{+0.00 \\ -0.00}$   & 157.73   & 1.42   & 0.08   & 23.23 \\
89212    & GOODS-S   & 53.1285126   & $-$27.772701   & 1.018   & 0.97$\substack{+0.00 \\ -0.00}$   & 1.00$\substack{+0.00 \\ -0.00}$   & 0.96$\substack{+0.00 \\ -0.00}$   & 454.38   & 1.55   & 0.05   & 22.26 \\
89790    & GOODS-N   & 189.1514720   & 62.273922   & 0.852   & 0.92$\substack{+0.00 \\ -0.01}$   & 0.82$\substack{+0.02 \\ -0.01}$   & 0.82$\substack{+0.05 \\ -0.01}$   & 131.01   & 1.44   & 0.10   & 23.59 \\
80987    & GOODS-N   & 189.3423963   & 62.258581   & 0.772   & 0.93$\substack{+0.01 \\ -0.01}$   & 0.76$\substack{+0.00 \\ -0.29}$   & 0.76$\substack{+0.00 \\ -0.00}$   & 75.99    & 1.28   & 0.13   & 23.71 \\
94851    & GOODS-N   & 189.2148947   & 62.283940   & 0.955   & 0.89$\substack{+0.02 \\ -0.01}$   & 0.94$\substack{+0.00 \\ -0.00}$   & 0.89$\substack{+0.00 \\ -0.00}$   & 82.39    & 1.22   & 0.11   & 23.43 \\
95997    & GOODS-S   & 53.1537600   & $-$27.763753   & 0.765   & 0.69$\substack{+0.05 \\ -0.15}$   & 0.56$\substack{+0.00 \\ -0.03}$   & 0.66$\substack{+0.01 \\ -0.00}$   & 45.93    & 1.37   & 0.30   & 25.13 \\
120898   & GOODS-S   & 53.1076976   & $-$27.712801   & 1.183   & 1.02$\substack{+0.01 \\ -0.04}$   & 1.02$\substack{+0.00 \\ -0.01}$   & 1.03$\substack{+0.01 \\ -0.02}$   & 88.90    & 1.46   & 0.16   & 24.10 \\
125086   & GOODS-N   & 189.3660802   & 62.342984   & 1.148   & 1.12$\substack{+0.00 \\ -0.01}$   & 1.15$\substack{+0.00 \\ -0.01}$   & 1.13$\substack{+0.00 \\ -0.00}$   & 242.15   & 1.70   & 0.08   & 23.00 \\
119016   & GOODS-S   & 53.1209150   & $-$27.715390   & 0.925   & 1.07$\substack{+0.02 \\ -0.09}$   & 1.01$\substack{+0.00 \\ -0.00}$   & 1.07$\substack{+0.01 \\ -0.06}$   & 227.45   & 1.61   & 0.08   & 22.46 \\
126769   & GOODS-S   & 53.0761629   & $-$27.701149   & 0.847   & 0.96$\substack{+0.00 \\ -0.01}$   & 0.69$\substack{+0.00 \\ -0.20}$   & 0.83$\substack{+0.00 \\ -0.00}$   & 233.94   & 1.18   & 0.05   & 23.00 \\
12378    & GOODS-S   & 53.1379561   & $-$27.923834   & 0.630   & 0.65$\substack{+0.00 \\ -0.00}$   & 0.66$\substack{+0.00 \\ -0.00}$   & 0.66$\substack{+0.00 \\ -0.01}$   & 537.31   & 1.68   & 0.06   & 21.52 \\
104292   & GOODS-S   & 53.1616111   & $-$27.746921   & 0.735   & 0.86$\substack{+0.00 \\ -0.00}$   & 0.71$\substack{+0.01 \\ -0.00}$   & 0.86$\substack{+0.00 \\ -0.00}$   & 199.46   & 1.51   & 0.09   & 21.98 \\
52774    & GOODS-S   & 53.1598218   & $-$27.841340   & 0.629   & 0.63$\substack{+0.00 \\ -0.00}$   & 0.32$\substack{+0.01 \\ -0.00}$   & 0.60$\substack{+0.00 \\ -0.02}$   & 505.41   & 1.18   & 0.04   & 21.61 \\
95024    & GOODS-N   & 189.3590094   & 62.285243   & 0.778   & 0.73$\substack{+0.02 \\ -0.02}$   & 0.74$\substack{+0.00 \\ -0.00}$   & 0.74$\substack{+0.00 \\ -0.01}$   & 193.82   & 1.28   & 0.07   & 22.77 \\
23172    & GOODS-S   & 53.1452086   & $-$27.897243   & 0.683   & 0.67$\substack{+0.00 \\ -0.00}$   & 0.67$\substack{+0.01 \\ -0.01}$   & 0.66$\substack{+0.00 \\ -0.00}$   & 491.99   & 1.65   & 0.06   & 21.80 \\
50422    & GOODS-N   & 189.1817895   & 62.205071   & 0.751   & 0.73$\substack{+0.00 \\ -0.01}$   & 0.71$\substack{+0.01 \\ -0.00}$   & 0.73$\substack{+0.01 \\ -0.00}$   & 230.07   & 1.22   & 0.06   & 22.69 \\
70264    & GOODS-S   & 53.1681747   & $-$27.812932   & 0.963   & 0.94$\substack{+0.01 \\ -0.00}$   & 0.93$\substack{+0.00 \\ -0.00}$   & 0.93$\substack{+0.00 \\ -0.00}$   & 175.30   & 1.16   & 0.06   & 23.38 \\
39116    & GOODS-S   & 53.1665649   & $-$27.867970   & 0.648   & 0.65$\substack{+0.02 \\ -0.01}$   & 0.41$\substack{+0.00 \\ -0.00}$   & 0.65$\substack{+0.00 \\ -0.01}$   & 152.68   & 1.29   & 0.09   & 22.89 \\
123811   & GOODS-N   & 189.3980841   & 62.341783   & 0.681   & 0.65$\substack{+0.01 \\ -0.01}$   & 0.76$\substack{+0.00 \\ -0.29}$   & 0.64$\substack{+0.01 \\ -0.02}$   & 310.64   & 1.29   & 0.05   & 22.06 \\
